company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
Creditas Solutions,financial services,Seed,0.0,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,2017,Unknown,Undisclosed,fintech
UrbanPiper,software,Seed,0.0,Bangalore,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,2017,Unknown,Undisclosed,technology
Doxper,health care hospital,Seed,1051200.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,2017,Unknown,Undisclosed,technology
i2ifunding,crowdfunding finance financial services,Pre-Seed,730000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,2017,Unknown,Undisclosed,fintech
ShakeDeal,b2b ecommerce enterprise,Seed,0.0,Bangalore,Home of B2B Commerce,2018,2017,Unknown,Undisclosed,e-commerce
HelloVerify,fraud detection information services security,Seed,0.0,Noida,HelloVerify is an online background check platform.,2018,2017,Unknown,Undisclosed,technology
Fasal,agriculture agtech artificial intelligence internet of things machine learning,Seed,120000.0,Bangalore,Climate Smart Precision Agriculture Platform,2018,2017,Unknown,Undisclosed,technology
CoinGeto,cryptocurrency trading platform,Seed,1752000.0,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,2017,Unknown,Undisclosed,technology
Avail Finance,finance fintech mobile payments,Series A,17200000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,2017,Unknown,Undisclosed,technology
Tripeur,information technology,Seed,600000.0,Bangalore,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,2017,Unknown,Undisclosed,technology
Wedeterna,wedding,Pre-Seed,0.0,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,2017,Unknown,Undisclosed,events and entertainment
Stumagz,digital media,Seed,0.0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,2017,Unknown,Undisclosed,technology
Doubtnut,elearning edtech education image recognition machine learning stem education,Seed,511000.0,Gurgaon,Gurgaon based E-learning platform.,2018,2017,Unknown,Undisclosed,technology
MCaffeine,consumer goods,Seed,467200.0,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,2017,Unknown,Undisclosed,consumer goods and services
TrustCheckr,information technology,Pre-Seed,100000.0,Bangalore,A Bengaluru-based fraud analytics solution provider .,2018,2017,Unknown,Undisclosed,technology
HealthAssure,fitness health care wellness,Seed,1000000.0,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,2017,Unknown,Undisclosed,technology
Picture TIme,digital entertainment,Seed,3650000.0,New Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,2017,Unknown,Undisclosed,technology
1Crowd,crowdsourcing financial services funding platform venture capital,Pre-Seed,3500000.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,2017,Unknown,Undisclosed,technology
Aarav Unmanned Systems,delivery drones geospatial robotics,Seed,0.0,Bangalore,Professional Drones for Enterprise Applications,2018,2017,Unknown,Undisclosed,technology
Wellthy Therapeutics Pvt Ltd,health care hospital,Seed,1971000.0,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,2017,Unknown,Undisclosed,technology
Nua,consumer goods,Seed,0.0,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,2017,Unknown,Undisclosed,consumer goods and services
Kuvera.in,financial services,Pre-Seed,250000.0,Bangalore,An online platform for mutual fund investments.,2018,2017,Unknown,Undisclosed,fintech
Livehealth,health care information technology management information systems,Seed,1100000.0,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,2017,Unknown,Undisclosed,technology
Gramophone,farming,Seed,1000000.0,Indore,An agricultural inputs startup Company.,2018,2017,Unknown,Undisclosed,technology
Ora,business travel hospitality hotel marketplace tourism travel accommodations,Seed,0.0,Kolkata,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,2017,Unknown,Undisclosed,technology
Buddy4Study.com,career planning education higher education service industry,Series A,3000000.0,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,2017,Unknown,Undisclosed,technology
Predible Health,medical device,Seed,0.0,Bangalore,Healthcare devices for cancer detection,2018,2017,Unknown,Undisclosed,healthcare
Syncremedies Healthcare Pvt Ltd,alternative medicine health care,Seed,0.0,Bangalore,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",2018,2017,Unknown,Undisclosed,technology
Blueleaf Cyberspace Systems,internet software,Seed,0.0,Bangalore,Bluleaf Cyberspace is Cloud Based Software Company.,2018,2017,Unknown,Undisclosed,technology
Toffee,Other,Seed,1500000.0,Gurgaon,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",2018,2017,Unknown,Undisclosed,Other
ORO Wealth,Other,Series A,1600000.0,Mumbai,Online wealth management platform,2018,2017,Unknown,Undisclosed,Other
HealWell24,dental elder care health care home health care personal health,Seed,200000.0,Mumbai,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",2018,2017,Unknown,Undisclosed,technology
Acko General Insurance,financial services insurance private social networking,Series A,12000000.0,Mumbai,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,2018,2017,Unknown,Undisclosed,technology
arzooo.com,consumer electronics ecommerce ecommerce platforms electronics shipping shopping,Seed,219000.0,Bangalore,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,2018,2017,Unknown,Undisclosed,e-commerce
Bonphul Air Products,cleantech,Pre-Seed,292000.0,Delhi,A clean tech product Company,2018,2017,Unknown,Undisclosed,technology
DheeYantra Research Labs,artificial intelligence,Seed,0.0,Bangalore,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",2018,2017,Unknown,Undisclosed,technology
Edyoo,education,Seed,1000000.0,Bangalore,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",2018,2017,Unknown,Undisclosed,education and training
Chtrbox,advertising internet marketing,Pre-Seed,146000.0,Mumbai,Chtrbox connects social media influencers with brands .,2018,2017,Unknown,Undisclosed,technology
Aashiyaan Housing and Development Finance,financial services,Seed,1971000.0,Kolkata,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,2018,2017,Unknown,Undisclosed,fintech
BetterPlace Safety Solutions Pvt. Ltd.,human resources security training,Series A,3000000.0,Bangalore,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",2018,2017,Unknown,Undisclosed,technology
Cashkumar,consumer lending finance fintech,Seed,730000.0,Bangalore,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,2018,2017,Unknown,Undisclosed,technology
Rocketium,marketing social media video,Seed,292000.0,Bangalore,Easy video creation for social media.,2018,2017,Unknown,Undisclosed,technology
FreightBazaar,transportation,Seed,0.0,Hyderabad,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,2018,2017,Unknown,Undisclosed,mobility and transportation
OPEN,financial services,Seed,0.0,Bangalore,Open up to a new world of Banking,2018,2017,Unknown,Undisclosed,fintech
mfine,health care hospital,Series A,4200000.0,Bangalore,Hospital & Health Care Start up,2018,2017,Unknown,Undisclosed,technology
Earth Food,food and beverage food processing,Seed,934400.0,Pune,Earth Food is a healthy Food Start Up.,2018,2017,Unknown,Undisclosed,food and beverages
Charcoal Eats,food processing,Seed,730000.0,Mumbai,Charcoal Eats aims to bring Dominos style standardisation.,2018,2017,Unknown,Undisclosed,food and beverages
Wishfie,apps,Seed,0.0,Bangalore,A platform for people to express their opinions in form of short videos around any topic.,2018,2017,Unknown,Undisclosed,technology and innovation
The Social Hook,brand marketing,Seed,0.0,Bangalore,Fast growing Influencer Marketing platform in India.,2018,2017,Unknown,Undisclosed,technology
FreightBro,apps b2b freight service logistics saas shipping supply chain management transportation,Seed,0.0,Mumbai,Software for the new-age freight,2018,2017,Unknown,Undisclosed,technology
Finwego,Other,Seed,0.0,Chennai,Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,2018,2017,Unknown,Undisclosed,Other
Cricnwin,digital entertainment fantasy sports gaming sports,Seed,0.0,Gurgaon,Cricnwin is a Gurugram - based Fan Engagement Platform,2018,2017,Unknown,Undisclosed,technology
TheCollegeFever,brand marketing event promotion marketing sponsorship ticketing,Seed,250000.0,Bangalore,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",2018,2017,Unknown,Undisclosed,technology
Wicked Ride Adventure Services Private Limited,automotive last mile transportation peer to peer ride sharing,Venture,10000000.0,Bangalore,Peer-to-Peer motor vehicles sharing,2018,2017,Unknown,Undisclosed,technology
Career Anna,commercial elearning education,Seed,584000.0,Bangalore,India's Go to Career Commerce Portal,2018,2017,Unknown,Undisclosed,technology
ERUDITUS Executive Education,continuing education edtech education skill assessment,Series C,40000000.0,Mumbai,"Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",2018,2017,Unknown,Undisclosed,technology
Gaia Smart Cities,smart cities telecommunications,Seed,0.0,Mumbai,Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,2018,2017,Unknown,Undisclosed,technology
Square Off,internet of things robotics,Seed,1100000.0,Mumbai,Delivering Imagination,2018,2017,Unknown,Undisclosed,technology
UrbanClap,apps home services information services information technology,Series D,50000000.0,Delhi,UrbanClap is India's leading managed marketplace for home services.,2018,2017,Unknown,Undisclosed,technology
Hospals,medical tourism,Seed,1500000.0,New Delhi,Hospals is a medical tourism company.,2018,2017,Unknown,Undisclosed,healthcare
Kogta Financial India Limited,financial services,Series B,22484000.0,Jaipur,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,2018,2017,Unknown,Undisclosed,fintech
Perspectico,career planning education internet,Seed,0.0,New Delhi,An Education Management startup.,2018,2017,Unknown,Undisclosed,technology
The Souled Store,fashion graphic design wearables,Venture,3000000.0,Mumbai,"The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",2018,2017,Unknown,Undisclosed,technology
Hush - Speak Up. Make Work Better,communities leisure mobile apps software,Seed,657000.0,Bangalore,Enabling diversity of opinions in organizations,2018,2017,Unknown,Undisclosed,technology
Drivezy,automotive rental sharing economy,Debt,100000000.0,Bangalore,Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,2018,2017,Unknown,Undisclosed,technology
Freyr Energy,energy environmental consulting renewable energy solar,Series A,1500000.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2018,2017,Unknown,Undisclosed,technology
NIRAMAI Health Analytix,health care hospital,Seed,6000000.0,Bangalore,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,2018,2017,Unknown,Undisclosed,technology
CloudSek,information technology saas security,Seed,2044000.0,Bangalore,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,2018,2017,Unknown,Undisclosed,technology
Lendbox,crowdfunding financial services internet,Seed,876000.0,Delhi,Lendbox is India's leading peer-to-peer lending online lending platform.,2018,2017,Unknown,Undisclosed,technology
